campaign_id,impressions,unique_users,clicks,observed_conversions,transformed_media_cost,model,window_days,credited_conversions,publisher_conversions,campaign_rank,absolute_difference,percentage_difference,attributed_conversion_share,ctr,conversions_per_impression,transformed_cost_per_attributed_conversion,rank_change_vs_publisher
73325,5692,2816,1511.0,275,0.42529471658576523,linear_proxy,30,274.99999999999994,210.0,224,64.99999999999994,30.952380952380928,0.9999999999999998,0.26546029515108926,0.04831342234715389,0.0015465262421300557,62
73325,5692,2816,1511.0,275,0.42529471658576523,publisher,1,210.0,210.0,162,0.0,0.0,0.7636363636363637,0.26546029515108926,0.036893886156008436,0.0020252129361226917,0
73325,5692,2816,1511.0,275,0.42529471658576523,publisher,7,210.0,210.0,162,0.0,0.0,0.7636363636363637,0.26546029515108926,0.036893886156008436,0.0020252129361226917,0
73325,5692,2816,1511.0,275,0.42529471658576523,publisher,14,210.0,210.0,162,0.0,0.0,0.7636363636363637,0.26546029515108926,0.036893886156008436,0.0020252129361226917,0
73325,5692,2816,1511.0,275,0.42529471658576523,publisher,30,210.0,210.0,162,0.0,0.0,0.7636363636363637,0.26546029515108926,0.036893886156008436,0.0020252129361226917,0
73327,7395,3818,1699.0,694,1.4540592577249265,first_click_proxy,1,579.0,566.0,70,13.0,2.2968197879858656,0.8342939481268011,0.22974983096686952,0.07829614604462475,0.0025113285971069543,-6
73327,7395,3818,1699.0,694,1.4540592577249265,first_click_proxy,7,627.0,566.0,94,61.0,10.777385159010601,0.9034582132564841,0.22974983096686952,0.08478701825557809,0.0023190737762757998,18
73327,7395,3818,1699.0,694,1.4540592577249265,first_click_proxy,14,653.0,566.0,109,87.0,15.371024734982333,0.9409221902017291,0.22974983096686952,0.08830290736984449,0.0022267369949845735,33
73327,7395,3818,1699.0,694,1.4540592577249265,first_click_proxy,30,694.0,566.0,122,128.0,22.614840989399294,1.0,0.22974983096686952,0.0938471940500338,0.0020951862503241015,46
73327,7395,3818,1699.0,694,1.4540592577249265,last_click_proxy,1,579.0,566.0,70,13.0,2.2968197879858656,0.8342939481268011,0.22974983096686952,0.07829614604462475,0.0025113285971069543,-6
73327,7395,3818,1699.0,694,1.4540592577249265,last_click_proxy,7,627.0,566.0,94,61.0,10.777385159010601,0.9034582132564841,0.22974983096686952,0.08478701825557809,0.0023190737762757998,18
73327,7395,3818,1699.0,694,1.4540592577249265,last_click_proxy,14,653.0,566.0,109,87.0,15.371024734982333,0.9409221902017291,0.22974983096686952,0.08830290736984449,0.0022267369949845735,33
73327,7395,3818,1699.0,694,1.4540592577249265,last_click_proxy,30,694.0,566.0,122,128.0,22.614840989399294,1.0,0.22974983096686952,0.0938471940500338,0.0020951862503241015,46
73327,7395,3818,1699.0,694,1.4540592577249265,linear_proxy,1,579.0000000000001,566.0,70,13.000000000000114,2.2968197879858856,0.8342939481268014,0.22974983096686952,0.07829614604462476,0.002511328597106954,-6
73327,7395,3818,1699.0,694,1.4540592577249265,linear_proxy,7,627.0000000000001,566.0,94,61.000000000000114,10.77738515901062,0.9034582132564843,0.22974983096686952,0.0847870182555781,0.0023190737762757993,18
73327,7395,3818,1699.0,694,1.4540592577249265,linear_proxy,14,652.9999999999998,566.0,109,86.99999999999977,15.371024734982294,0.9409221902017287,0.22974983096686952,0.08830290736984446,0.0022267369949845743,33
73327,7395,3818,1699.0,694,1.4540592577249265,linear_proxy,30,694.0000000000003,566.0,122,128.00000000000034,22.614840989399354,1.0000000000000004,0.22974983096686952,0.09384719405003385,0.0020951862503241006,46
73327,7395,3818,1699.0,694,1.4540592577249265,publisher,1,566.0,566.0,76,0.0,0.0,0.8155619596541787,0.22974983096686952,0.07653820148749155,0.0025690092892666546,0
73327,7395,3818,1699.0,694,1.4540592577249265,publisher,7,566.0,566.0,76,0.0,0.0,0.8155619596541787,0.22974983096686952,0.07653820148749155,0.0025690092892666546,0
73327,7395,3818,1699.0,694,1.4540592577249265,publisher,14,566.0,566.0,76,0.0,0.0,0.8155619596541787,0.22974983096686952,0.07653820148749155,0.0025690092892666546,0
73327,7395,3818,1699.0,694,1.4540592577249265,publisher,30,566.0,566.0,76,0.0,0.0,0.8155619596541787,0.22974983096686952,0.07653820148749155,0.0025690092892666546,0
73328,12950,6600,4218.0,798,1.0011380024777274,first_click_proxy,1,643.0,651.0,63,-8.0,-1.228878648233487,0.8057644110275689,0.32571428571428573,0.049652509652509655,0.001556979786123993,-3
73328,12950,6600,4218.0,798,1.0011380024777274,first_click_proxy,7,707.0,651.0,85,56.0,8.602150537634408,0.8859649122807017,0.32571428571428573,0.05459459459459459,0.001416036778610647,19
73328,12950,6600,4218.0,798,1.0011380024777274,first_click_proxy,14,741.0,651.0,94,90.0,13.824884792626728,0.9285714285714286,0.32571428571428573,0.05722007722007722,0.0013510634311440317,28
73328,12950,6600,4218.0,798,1.0011380024777274,first_click_proxy,30,798.0,651.0,104,147.0,22.580645161290324,1.0,0.32571428571428573,0.061621621621621624,0.0012545589003480294,38
73328,12950,6600,4218.0,798,1.0011380024777274,last_click_proxy,1,643.0,651.0,63,-8.0,-1.228878648233487,0.8057644110275689,0.32571428571428573,0.049652509652509655,0.001556979786123993,-3
73328,12950,6600,4218.0,798,1.0011380024777274,last_click_proxy,7,707.0,651.0,85,56.0,8.602150537634408,0.8859649122807017,0.32571428571428573,0.05459459459459459,0.001416036778610647,19
73328,12950,6600,4218.0,798,1.0011380024777274,last_click_proxy,14,741.0,651.0,94,90.0,13.824884792626728,0.9285714285714286,0.32571428571428573,0.05722007722007722,0.0013510634311440317,28
73328,12950,6600,4218.0,798,1.0011380024777274,last_click_proxy,30,798.0,651.0,104,147.0,22.580645161290324,1.0,0.32571428571428573,0.061621621621621624,0.0012545589003480294,38
73328,12950,6600,4218.0,798,1.0011380024777274,linear_proxy,1,642.9999999999999,651.0,63,-8.000000000000114,-1.2288786482335043,0.8057644110275688,0.32571428571428573,0.04965250965250964,0.0015569797861239932,-3
73328,12950,6600,4218.0,798,1.0011380024777274,linear_proxy,7,707.0000000000003,651.0,85,56.00000000000034,8.602150537634461,0.8859649122807022,0.32571428571428573,0.05459459459459462,0.0014160367786106463,19
73328,12950,6600,4218.0,798,1.0011380024777274,linear_proxy,14,741.0000000000009,651.0,94,90.00000000000091,13.824884792626868,0.9285714285714297,0.32571428571428573,0.05722007722007729,0.00135106343114403,28
73328,12950,6600,4218.0,798,1.0011380024777274,linear_proxy,30,798.0000000000005,651.0,104,147.00000000000045,22.58064516129039,1.0000000000000007,0.32571428571428573,0.06162162162162166,0.0012545589003480286,38
73328,12950,6600,4218.0,798,1.0011380024777274,publisher,1,651.0,651.0,66,0.0,0.0,0.8157894736842105,0.32571428571428573,0.05027027027027027,0.0015378463939750037,0
73328,12950,6600,4218.0,798,1.0011380024777274,publisher,7,651.0,651.0,66,0.0,0.0,0.8157894736842105,0.32571428571428573,0.05027027027027027,0.0015378463939750037,0
73328,12950,6600,4218.0,798,1.0011380024777274,publisher,14,651.0,651.0,66,0.0,0.0,0.8157894736842105,0.32571428571428573,0.05027027027027027,0.0015378463939750037,0
73328,12950,6600,4218.0,798,1.0011380024777274,publisher,30,651.0,651.0,66,0.0,0.0,0.8157894736842105,0.32571428571428573,0.05027027027027027,0.0015378463939750037,0
83677,42678,25569,12682.0,211,13.077068665352714,first_click_proxy,1,87.0,103.0,269,-16.0,-15.533980582524272,0.41232227488151657,0.29715544308543046,0.0020385210178546324,0.15031113408451396,16
83677,42678,25569,12682.0,211,13.077068665352714,first_click_proxy,7,144.0,103.0,264,41.0,39.80582524271845,0.6824644549763034,0.29715544308543046,0.003374103753690426,0.09081297684272718,11
83677,42678,25569,12682.0,211,13.077068665352714,first_click_proxy,14,174.0,103.0,258,71.0,68.93203883495146,0.8246445497630331,0.29715544308543046,0.004077042035709265,0.07515556704225698,5
83677,42678,25569,12682.0,211,13.077068665352714,first_click_proxy,30,211.0,103.0,260,108.0,104.85436893203884,1.0,0.29715544308543046,0.004943999250199166,0.06197662874574746,7
83677,42678,25569,12682.0,211,13.077068665352714,last_click_proxy,1,87.0,103.0,269,-16.0,-15.533980582524272,0.41232227488151657,0.29715544308543046,0.0020385210178546324,0.15031113408451396,16
83677,42678,25569,12682.0,211,13.077068665352714,last_click_proxy,7,144.0,103.0,264,41.0,39.80582524271845,0.6824644549763034,0.29715544308543046,0.003374103753690426,0.09081297684272718,11
83677,42678,25569,12682.0,211,13.077068665352714,last_click_proxy,14,174.0,103.0,258,71.0,68.93203883495146,0.8246445497630331,0.29715544308543046,0.004077042035709265,0.07515556704225698,5
83677,42678,25569,12682.0,211,13.077068665352714,last_click_proxy,30,211.0,103.0,260,108.0,104.85436893203884,1.0,0.29715544308543046,0.004943999250199166,0.06197662874574746,7
83677,42678,25569,12682.0,211,13.077068665352714,linear_proxy,1,87.0,103.0,269,-16.0,-15.533980582524272,0.41232227488151657,0.29715544308543046,0.0020385210178546324,0.15031113408451396,16
83677,42678,25569,12682.0,211,13.077068665352714,linear_proxy,7,144.0,103.0,264,41.0,39.80582524271845,0.6824644549763034,0.29715544308543046,0.003374103753690426,0.09081297684272718,11
83677,42678,25569,12682.0,211,13.077068665352714,linear_proxy,14,173.99999999999994,103.0,258,70.99999999999994,68.9320388349514,0.8246445497630329,0.29715544308543046,0.004077042035709263,0.075155567042257,5
83677,42678,25569,12682.0,211,13.077068665352714,linear_proxy,30,211.0,103.0,260,108.0,104.85436893203884,1.0,0.29715544308543046,0.004943999250199166,0.06197662874574746,7
83677,42678,25569,12682.0,211,13.077068665352714,publisher,1,103.0,103.0,253,0.0,0.0,0.4881516587677725,0.29715544308543046,0.0024134214349313464,0.12696183170245354,0
83677,42678,25569,12682.0,211,13.077068665352714,publisher,7,103.0,103.0,253,0.0,0.0,0.4881516587677725,0.29715544308543046,0.0024134214349313464,0.12696183170245354,0
83677,42678,25569,12682.0,211,13.077068665352714,publisher,14,103.0,103.0,253,0.0,0.0,0.4881516587677725,0.29715544308543046,0.0024134214349313464,0.12696183170245354,0
83677,42678,25569,12682.0,211,13.077068665352714,publisher,30,103.0,103.0,253,0.0,0.0,0.4881516587677725,0.29715544308543046,0.0024134214349313464,0.12696183170245354,0
289466,9196,4894,3030.0,92,2.1430859166231966,first_click_proxy,1,26.0,33.0,508,-7.0,-21.21212121212121,0.2826086956521739,0.32949108307959984,0.002827316224445411,0.08242638140858448,40
289466,9196,4894,3030.0,92,2.1430859166231966,first_click_proxy,7,53.0,33.0,457,20.0,60.60606060606061,0.5760869565217391,0.32949108307959984,0.005763375380600261,0.040435583332513146,-11
289466,9196,4894,3030.0,92,2.1430859166231966,first_click_proxy,14,63.0,33.0,458,30.0,90.9090909090909,0.6847826086956522,0.32949108307959984,0.00685080469769465,0.03401723677179677,-10
289466,9196,4894,3030.0,92,2.1430859166231966,first_click_proxy,30,92.0,33.0,416,59.0,178.78787878787878,1.0,0.32949108307959984,0.010004349717268378,0.023294412137208658,-52
289466,9196,4894,3030.0,92,2.1430859166231966,last_click_proxy,1,26.0,33.0,508,-7.0,-21.21212121212121,0.2826086956521739,0.32949108307959984,0.002827316224445411,0.08242638140858448,40
289466,9196,4894,3030.0,92,2.1430859166231966,last_click_proxy,7,53.0,33.0,457,20.0,60.60606060606061,0.5760869565217391,0.32949108307959984,0.005763375380600261,0.040435583332513146,-11
289466,9196,4894,3030.0,92,2.1430859166231966,last_click_proxy,14,63.0,33.0,458,30.0,90.9090909090909,0.6847826086956522,0.32949108307959984,0.00685080469769465,0.03401723677179677,-10
289466,9196,4894,3030.0,92,2.1430859166231966,last_click_proxy,30,92.0,33.0,416,59.0,178.78787878787878,1.0,0.32949108307959984,0.010004349717268378,0.023294412137208658,-52
289466,9196,4894,3030.0,92,2.1430859166231966,linear_proxy,1,26.0,33.0,508,-7.0,-21.21212121212121,0.2826086956521739,0.32949108307959984,0.002827316224445411,0.08242638140858448,40
289466,9196,4894,3030.0,92,2.1430859166231966,linear_proxy,7,53.000000000000014,33.0,457,20.000000000000014,60.606060606060645,0.5760869565217392,0.32949108307959984,0.0057633753806002625,0.04043558333251313,-11
289466,9196,4894,3030.0,92,2.1430859166231966,linear_proxy,14,63.00000000000001,33.0,458,30.000000000000007,90.90909090909093,0.6847826086956522,0.32949108307959984,0.006850804697694651,0.034017236771796765,-10
289466,9196,4894,3030.0,92,2.1430859166231966,linear_proxy,30,92.00000000000003,33.0,416,59.00000000000003,178.78787878787887,1.0000000000000002,0.32949108307959984,0.010004349717268381,0.02329441213720865,-52
289466,9196,4894,3030.0,92,2.1430859166231966,publisher,1,33.0,33.0,468,0.0,0.0,0.358695652173913,0.32949108307959984,0.0035885167464114833,0.0649419974734302,0
289466,9196,4894,3030.0,92,2.1430859166231966,publisher,7,33.0,33.0,468,0.0,0.0,0.358695652173913,0.32949108307959984,0.0035885167464114833,0.0649419974734302,0
289466,9196,4894,3030.0,92,2.1430859166231966,publisher,14,33.0,33.0,468,0.0,0.0,0.358695652173913,0.32949108307959984,0.0035885167464114833,0.0649419974734302,0
289466,9196,4894,3030.0,92,2.1430859166231966,publisher,30,33.0,33.0,468,0.0,0.0,0.358695652173913,0.32949108307959984,0.0035885167464114833,0.0649419974734302,0
336258,1227,630,570.0,28,0.6403202884089422,first_click_proxy,1,14.0,18.0,618,-4.0,-22.22222222222222,0.5,0.46454767726161367,0.011409942950285249,0.04573716345778158,42
336258,1227,630,570.0,28,0.6403202884089422,first_click_proxy,7,16.0,18.0,652,-2.0,-11.11111111111111,0.5714285714285714,0.46454767726161367,0.013039934800325998,0.040020018025558886,76
336258,1227,630,570.0,28,0.6403202884089422,first_click_proxy,14,20.0,18.0,651,2.0,11.11111111111111,0.7142857142857143,0.46454767726161367,0.016299918500407497,0.03201601442044711,75
336258,1227,630,570.0,28,0.6403202884089422,first_click_proxy,30,28.0,18.0,626,10.0,55.55555555555556,1.0,0.46454767726161367,0.022819885900570498,0.02286858172889079,50
336258,1227,630,570.0,28,0.6403202884089422,last_click_proxy,1,14.0,18.0,618,-4.0,-22.22222222222222,0.5,0.46454767726161367,0.011409942950285249,0.04573716345778158,42
336258,1227,630,570.0,28,0.6403202884089422,last_click_proxy,7,16.0,18.0,652,-2.0,-11.11111111111111,0.5714285714285714,0.46454767726161367,0.013039934800325998,0.040020018025558886,76
336258,1227,630,570.0,28,0.6403202884089422,last_click_proxy,14,20.0,18.0,651,2.0,11.11111111111111,0.7142857142857143,0.46454767726161367,0.016299918500407497,0.03201601442044711,75
336258,1227,630,570.0,28,0.6403202884089422,last_click_proxy,30,28.0,18.0,626,10.0,55.55555555555556,1.0,0.46454767726161367,0.022819885900570498,0.02286858172889079,50
336258,1227,630,570.0,28,0.6403202884089422,linear_proxy,1,14.000000000000002,18.0,618,-3.9999999999999982,-22.222222222222214,0.5000000000000001,0.46454767726161367,0.01140994295028525,0.04573716345778158,42
336258,1227,630,570.0,28,0.6403202884089422,linear_proxy,7,16.0,18.0,652,-2.0,-11.11111111111111,0.5714285714285714,0.46454767726161367,0.013039934800325998,0.040020018025558886,76
336258,1227,630,570.0,28,0.6403202884089422,linear_proxy,14,19.999999999999996,18.0,651,1.9999999999999964,11.111111111111093,0.7142857142857142,0.46454767726161367,0.016299918500407497,0.03201601442044712,75
336258,1227,630,570.0,28,0.6403202884089422,linear_proxy,30,28.0,18.0,626,10.0,55.55555555555556,1.0,0.46454767726161367,0.022819885900570498,0.02286858172889079,50
336258,1227,630,570.0,28,0.6403202884089422,publisher,1,18.0,18.0,576,0.0,0.0,0.6428571428571429,0.46454767726161367,0.014669926650366748,0.035573349356052344,0
336258,1227,630,570.0,28,0.6403202884089422,publisher,7,18.0,18.0,576,0.0,0.0,0.6428571428571429,0.46454767726161367,0.014669926650366748,0.035573349356052344,0
336258,1227,630,570.0,28,0.6403202884089422,publisher,14,18.0,18.0,576,0.0,0.0,0.6428571428571429,0.46454767726161367,0.014669926650366748,0.035573349356052344,0
336258,1227,630,570.0,28,0.6403202884089422,publisher,30,18.0,18.0,576,0.0,0.0,0.6428571428571429,0.46454767726161367,0.014669926650366748,0.035573349356052344,0
408759,18808,9326,8513.0,1819,3.9016326851538925,first_click_proxy,1,955.0,908.0,44,47.0,5.176211453744493,0.5250137438152831,0.4526265418970651,0.05077626541897065,0.004085479251470045,-7
408759,18808,9326,8513.0,1819,3.9016326851538925,first_click_proxy,7,1428.0,908.0,41,520.0,57.268722466960355,0.7850467289719626,0.4526265418970651,0.07592513823904722,0.0027322357739172918,-10
408759,18808,9326,8513.0,1819,3.9016326851538925,first_click_proxy,14,1615.0,908.0,41,707.0,77.86343612334802,0.8878504672897196,0.4526265418970651,0.08586771586558911,0.0024158716316742368,-10
408759,18808,9326,8513.0,1819,3.9016326851538925,first_click_proxy,30,1819.0,908.0,48,911.0,100.33039647577093,1.0,0.4526265418970651,0.096714164185453,0.0021449327570939487,-3
408759,18808,9326,8513.0,1819,3.9016326851538925,last_click_proxy,1,955.0,908.0,44,47.0,5.176211453744493,0.5250137438152831,0.4526265418970651,0.05077626541897065,0.004085479251470045,-7
408759,18808,9326,8513.0,1819,3.9016326851538925,last_click_proxy,7,1428.0,908.0,41,520.0,57.268722466960355,0.7850467289719626,0.4526265418970651,0.07592513823904722,0.0027322357739172918,-10
408759,18808,9326,8513.0,1819,3.9016326851538925,last_click_proxy,14,1615.0,908.0,41,707.0,77.86343612334802,0.8878504672897196,0.4526265418970651,0.08586771586558911,0.0024158716316742368,-10
408759,18808,9326,8513.0,1819,3.9016326851538925,last_click_proxy,30,1819.0,908.0,48,911.0,100.33039647577093,1.0,0.4526265418970651,0.096714164185453,0.0021449327570939487,-3
408759,18808,9326,8513.0,1819,3.9016326851538925,linear_proxy,1,955.0000000000034,908.0,44,47.00000000000341,5.176211453744869,0.525013743815285,0.4526265418970651,0.05077626541897083,0.00408547925147003,-7
408759,18808,9326,8513.0,1819,3.9016326851538925,linear_proxy,7,1427.9999999999952,908.0,41,519.9999999999952,57.26872246695982,0.78504672897196,0.4526265418970651,0.07592513823904697,0.002732235773917301,-10
408759,18808,9326,8513.0,1819,3.9016326851538925,linear_proxy,14,1614.999999999992,908.0,41,706.999999999992,77.86343612334714,0.8878504672897153,0.4526265418970651,0.08586771586558868,0.002415871631674249,-10
408759,18808,9326,8513.0,1819,3.9016326851538925,linear_proxy,30,1818.9999999999934,908.0,48,910.9999999999934,100.3303964757702,0.9999999999999963,0.4526265418970651,0.09671416418545264,0.0021449327570939565,-3
408759,18808,9326,8513.0,1819,3.9016326851538925,publisher,1,908.0,908.0,51,0.0,0.0,0.49917537108301263,0.4526265418970651,0.04827732879625691,0.004296952296424992,0
408759,18808,9326,8513.0,1819,3.9016326851538925,publisher,7,908.0,908.0,51,0.0,0.0,0.49917537108301263,0.4526265418970651,0.04827732879625691,0.004296952296424992,0
408759,18808,9326,8513.0,1819,3.9016326851538925,publisher,14,908.0,908.0,51,0.0,0.0,0.49917537108301263,0.4526265418970651,0.04827732879625691,0.004296952296424992,0
408759,18808,9326,8513.0,1819,3.9016326851538925,publisher,30,908.0,908.0,51,0.0,0.0,0.49917537108301263,0.4526265418970651,0.04827732879625691,0.004296952296424992,0
442617,11404,7027,3129.0,131,1.869235858358732,first_click_proxy,1,55.0,68.0,346,-13.0,-19.11764705882353,0.4198473282442748,0.2743774114345844,0.004822869168712733,0.03398610651561331,24
442617,11404,7027,3129.0,131,1.869235858358732,first_click_proxy,7,88.0,68.0,337,20.0,29.41176470588235,0.6717557251908397,0.2743774114345844,0.007716590669940372,0.02124131657225832,15
442617,11404,7027,3129.0,131,1.869235858358732,first_click_proxy,14,108.0,68.0,334,40.0,58.8235294117647,0.8244274809160306,0.2743774114345844,0.009470361276745002,0.01730773942924752,12
442617,11404,7027,3129.0,131,1.869235858358732,first_click_proxy,30,131.0,68.0,335,63.0,92.6470588235294,1.0,0.2743774114345844,0.011487197474570327,0.014268976018005588,13
442617,11404,7027,3129.0,131,1.869235858358732,last_click_proxy,1,55.0,68.0,346,-13.0,-19.11764705882353,0.4198473282442748,0.2743774114345844,0.004822869168712733,0.03398610651561331,24
442617,11404,7027,3129.0,131,1.869235858358732,last_click_proxy,7,88.0,68.0,337,20.0,29.41176470588235,0.6717557251908397,0.2743774114345844,0.007716590669940372,0.02124131657225832,15
442617,11404,7027,3129.0,131,1.869235858358732,last_click_proxy,14,108.0,68.0,334,40.0,58.8235294117647,0.8244274809160306,0.2743774114345844,0.009470361276745002,0.01730773942924752,12
442617,11404,7027,3129.0,131,1.869235858358732,last_click_proxy,30,131.0,68.0,335,63.0,92.6470588235294,1.0,0.2743774114345844,0.011487197474570327,0.014268976018005588,13
442617,11404,7027,3129.0,131,1.869235858358732,linear_proxy,1,55.0,68.0,346,-13.0,-19.11764705882353,0.4198473282442748,0.2743774114345844,0.004822869168712733,0.03398610651561331,24
442617,11404,7027,3129.0,131,1.869235858358732,linear_proxy,7,87.99999999999999,68.0,337,19.999999999999986,29.411764705882334,0.6717557251908396,0.2743774114345844,0.00771659066994037,0.021241316572258324,15
442617,11404,7027,3129.0,131,1.869235858358732,linear_proxy,14,107.99999999999999,68.0,334,39.999999999999986,58.82352941176469,0.8244274809160305,0.2743774114345844,0.009470361276745,0.017307739429247522,12
442617,11404,7027,3129.0,131,1.869235858358732,linear_proxy,30,130.99999999999994,68.0,335,62.99999999999994,92.64705882352933,0.9999999999999996,0.2743774114345844,0.011487197474570322,0.014268976018005594,13
442617,11404,7027,3129.0,131,1.869235858358732,publisher,1,68.0,68.0,322,0.0,0.0,0.5190839694656488,0.2743774114345844,0.005962820063135742,0.02748876262292253,0
442617,11404,7027,3129.0,131,1.869235858358732,publisher,7,68.0,68.0,322,0.0,0.0,0.5190839694656488,0.2743774114345844,0.005962820063135742,0.02748876262292253,0
442617,11404,7027,3129.0,131,1.869235858358732,publisher,14,68.0,68.0,322,0.0,0.0,0.5190839694656488,0.2743774114345844,0.005962820063135742,0.02748876262292253,0
442617,11404,7027,3129.0,131,1.869235858358732,publisher,30,68.0,68.0,322,0.0,0.0,0.5190839694656488,0.2743774114345844,0.005962820063135742,0.02748876262292253,0
497590,27802,13332,8837.0,296,2.2116198569448993,first_click_proxy,1,105.0,190.0,239,-85.0,-44.73684210526316,0.3547297297297297,0.3178548305877275,0.0037767067117473563,0.02106304625661809,64
497590,27802,13332,8837.0,296,2.2116198569448993,first_click_proxy,7,196.0,190.0,219,6.0,3.1578947368421053,0.6621621621621622,0.3178548305877275,0.007049852528595065,0.011283774780331119,44
