campaign_id,relative_day,impressions,unique_users,clicks,ctr,linked_conversions,linked_user_conversion_rate,transformed_media_cost
73325,11,191,167,42.0,0.2198952879581152,11,0.05389221556886228,0.014501631290158587
73325,12,221,172,57.0,0.2579185520361991,10,0.05232558139534884,0.013123903761961679
73325,13,185,159,53.0,0.2864864864864865,13,0.08176100628930817,0.01690450484993638
73325,14,170,148,39.0,0.22941176470588234,11,0.060810810810810814,0.010577463326866175
73325,15,141,123,42.0,0.2978723404255319,6,0.04878048780487805,0.008773489656520486
73325,16,149,129,45.0,0.30201342281879195,9,0.06976744186046512,0.008910611115693887
73325,17,178,157,48.0,0.2696629213483146,8,0.050955414012738856,0.012363339011393285
73325,18,206,169,64.0,0.3106796116504854,14,0.08284023668639054,0.014940608026758976
73325,19,223,188,62.0,0.27802690582959644,10,0.05319148936170213,0.014828393626825078
73325,20,197,167,45.0,0.22842639593908629,11,0.0658682634730539,0.014130718018774786
73325,21,200,169,44.0,0.22,15,0.08875739644970414,0.006977817693549783
73325,22,167,145,48.0,0.2874251497005988,17,0.11724137931034483,0.01632495488999128
73325,23,157,133,38.0,0.24203821656050956,5,0.03759398496240601,0.007063650666938693
73325,24,201,165,48.0,0.23880597014925373,7,0.04242424242424243,0.010158229218171078
73325,25,194,166,50.0,0.25773195876288657,12,0.07228915662650602,0.011406658729248672
73325,26,171,155,40.0,0.23391812865497075,12,0.07096774193548387,0.010844818903459478
73325,27,160,138,45.0,0.28125,11,0.07971014492753623,0.007561505143928792
73325,28,135,121,43.0,0.31851851851851853,10,0.08264462809917356,0.0110934735494283
73325,29,145,127,42.0,0.2896551724137931,16,0.12598425196850394,0.007019414283446892
73325,30,136,115,36.0,0.2647058823529412,14,0.12173913043478261,0.012811113589446692
73327,0,198,170,52.0,0.26262626262626265,25,0.13529411764705881,0.03186948870212868
73327,1,171,143,41.0,0.23976608187134502,17,0.11188811188811189,0.045035296090866934
73327,2,132,120,35.0,0.26515151515151514,19,0.14166666666666666,0.0397193702473595
73327,3,197,175,45.0,0.22842639593908629,21,0.12,0.022456832167093283
73327,4,249,211,50.0,0.20080321285140562,22,0.08530805687203792,0.03280081952539059
73327,5,200,178,56.0,0.28,27,0.12921348314606743,0.05465221113586456
73327,6,228,198,55.0,0.2412280701754386,25,0.12121212121212122,0.04329739373827073
73327,7,210,182,46.0,0.21904761904761905,22,0.11538461538461539,0.02711353494381858
73327,8,241,197,51.0,0.21161825726141079,32,0.14720812182741116,0.047781695706503965
73327,9,195,167,44.0,0.22564102564102564,16,0.08982035928143713,0.02211371921126198
73327,10,236,205,55.0,0.2330508474576271,26,0.12682926829268293,0.04849741758797816
73327,11,267,230,58.0,0.21722846441947566,28,0.11739130434782609,0.050980362721250456
73327,12,266,235,53.0,0.19924812030075187,23,0.09361702127659574,0.03660030896372063
73327,13,244,205,51.0,0.20901639344262296,21,0.0975609756097561,0.043120241371268846
73327,14,217,176,47.0,0.21658986175115208,26,0.13068181818181818,0.06417434291898502
73327,15,222,187,56.0,0.25225225225225223,23,0.11764705882352941,0.060432641212565766
73327,16,214,175,53.0,0.24766355140186916,18,0.09714285714285714,0.031379229794387
73327,17,261,219,59.0,0.2260536398467433,31,0.1415525114155251,0.05287490588938142
73327,18,302,258,70.0,0.23178807947019867,39,0.1434108527131783,0.08493003237547204
73327,19,302,264,68.0,0.2251655629139073,30,0.10984848484848485,0.04906620458021208
73327,20,266,227,67.0,0.2518796992481203,34,0.14537444933920704,0.035482160895955114
73327,21,282,239,62.0,0.2198581560283688,30,0.12552301255230125,0.04669502738652095
73327,22,249,211,52.0,0.20883534136546184,20,0.08530805687203792,0.061698767230982256
73327,23,210,177,54.0,0.2571428571428571,25,0.13559322033898305,0.04255738193397824
73327,24,322,267,71.0,0.2204968944099379,26,0.09737827715355805,0.06653460552125989
73327,25,367,305,69.0,0.1880108991825613,31,0.08852459016393442,0.0562826744517194
73327,26,318,258,75.0,0.2358490566037736,30,0.11627906976744186,0.057612937212754574
73327,27,270,239,60.0,0.2222222222222222,29,0.12133891213389121,0.05877265641972145
73327,28,196,167,46.0,0.23469387755102042,19,0.11377245508982035,0.04400331801607521
73327,29,181,167,45.0,0.24861878453038674,21,0.11976047904191617,0.05189922596594801
73327,30,182,158,53.0,0.29120879120879123,21,0.13291139240506328,0.04362445380622283
73328,0,525,429,167.0,0.3180952380952381,41,0.09324009324009325,0.04099026359996827
73328,1,437,387,136.0,0.3112128146453089,30,0.07751937984496124,0.029597554664843356
73328,2,490,401,181.0,0.3693877551020408,35,0.08728179551122195,0.05501317904528258
73328,3,554,471,178.0,0.3212996389891697,39,0.08067940552016985,0.0345642830440634
73328,4,657,550,216.0,0.3287671232876712,49,0.0890909090909091,0.06321980916711066
73328,5,495,424,176.0,0.35555555555555557,33,0.07783018867924528,0.03336215728866698
73328,6,483,427,158.0,0.32712215320910976,42,0.0936768149882904,0.04058341210445466
73328,7,430,373,149.0,0.34651162790697676,36,0.0938337801608579,0.03023980875311477
73328,8,427,365,139.0,0.3255269320843091,27,0.07397260273972603,0.029483187981916948
73328,9,424,356,137.0,0.3231132075471698,30,0.08426966292134831,0.030984988911187242
73328,10,450,375,158.0,0.3511111111111111,38,0.09866666666666667,0.04259587201582924
73328,11,450,391,140.0,0.3111111111111111,32,0.08184143222506395,0.031893637314846165
73328,12,392,341,123.0,0.3137755102040816,37,0.10263929618768329,0.04217395989260156
73328,13,383,340,117.0,0.30548302872062666,28,0.07647058823529412,0.029799919272733743
73328,14,368,313,131.0,0.35597826086956524,24,0.07667731629392971,0.035194833819763946
73328,15,389,326,133.0,0.34190231362467866,24,0.06441717791411043,0.038090411347596366
73328,16,374,321,126.0,0.33689839572192515,30,0.08722741433021806,0.03718597278776636
73328,17,381,327,130.0,0.34120734908136485,21,0.06116207951070336,0.022365927392144647
73328,18,486,407,165.0,0.3395061728395062,36,0.085995085995086,0.03758890589910425
73328,19,422,367,139.0,0.3293838862559242,42,0.10899182561307902,0.029305319909963247
73328,20,395,339,120.0,0.3037974683544304,26,0.07079646017699115,0.03675371056309479
73328,21,389,339,120.0,0.30848329048843187,30,0.0855457227138643,0.02151061855957775
73328,22,386,335,113.0,0.2927461139896373,31,0.08955223880597014,0.024675264183028952
73328,23,366,312,109.0,0.2978142076502732,24,0.07692307692307693,0.020577892137817737
73328,24,331,295,106.0,0.3202416918429003,25,0.08135593220338982,0.018084489045319656
73328,25,420,369,126.0,0.3,36,0.0975609756097561,0.03490530199569584
73328,26,396,347,114.0,0.2878787878787879,26,0.07492795389048991,0.026009241070000844
73328,27,391,319,141.0,0.36061381074168797,40,0.12225705329153605,0.023943621771974566
73328,28,279,235,83.0,0.2974910394265233,22,0.09361702127659574,0.020205217951758947
73328,29,320,287,98.0,0.30625,36,0.11846689895470383,0.02448961036113146
73328,30,260,230,89.0,0.3423076923076923,26,0.10869565217391304,0.01574963062545767
83677,0,1418,1235,417.0,0.2940761636107193,16,0.012955465587044534,0.45656426875256223
83677,1,1349,1166,397.0,0.29429206819866566,11,0.009433962264150943,0.40991780932251687
83677,2,1316,1144,395.0,0.30015197568389057,14,0.012237762237762238,0.39264413847541557
83677,3,1502,1287,473.0,0.31491344873502,11,0.008547008547008548,0.4999574360051629
83677,4,2072,1780,650.0,0.3137065637065637,12,0.006741573033707865,0.7156348138471694
83677,5,1809,1606,518.0,0.28634604754007736,15,0.00933997509339975,0.5538628929293392
83677,6,1552,1362,405.0,0.2609536082474227,11,0.008076358296622614,0.43445191044058307
83677,7,1408,1259,415.0,0.2947443181818182,14,0.011119936457505957,0.42611553250333306
83677,8,1397,1249,402.0,0.2877594846098783,14,0.01120896717373899,0.44086947236735985
83677,9,1272,1135,361.0,0.2838050314465409,10,0.00881057268722467,0.3220453238265484
83677,10,1256,1128,365.0,0.2906050955414013,10,0.008865248226950355,0.3160816771019816
83677,11,1849,1633,565.0,0.3055705786911844,10,0.00612369871402327,0.5285571391517611
83677,12,1655,1462,452.0,0.2731117824773414,5,0.003419972640218878,0.4839413262100981
83677,13,1551,1379,441.0,0.28433268858800775,15,0.010877447425670777,0.38045230156065313
83677,14,1107,1019,342.0,0.3089430894308943,11,0.010794896957801767,0.2686210003036218
83677,15,969,878,281.0,0.2899896800825593,10,0.011389521640091117,0.22606707446390206
83677,16,834,757,236.0,0.2829736211031175,4,0.005284015852047556,0.1750290459971384
83677,17,920,850,278.0,0.30217391304347824,3,0.0035294117647058825,0.22846150922601705
83677,18,1232,1113,343.0,0.2784090909090909,7,0.006289308176100629,0.3639236181318056
83677,19,1385,1232,419.0,0.3025270758122744,12,0.00974025974025974,0.45082394894816297
83677,20,1349,1189,438.0,0.32468495181616014,7,0.005887300252312868,0.42305145310144915
83677,21,1340,1200,411.0,0.30671641791044774,12,0.01,0.42027362501942417
83677,22,1321,1183,377.0,0.2853898561695685,11,0.009298393913778529,0.4202984641745272
83677,23,1347,1202,419.0,0.3110616184112843,14,0.011647254575707155,0.45409403782412305
83677,24,1271,1115,401.0,0.3154996066089693,9,0.008071748878923767,0.4191622571165435
83677,25,1815,1625,541.0,0.2980716253443526,8,0.004923076923076923,0.592959393304717
83677,26,1684,1490,499.0,0.29631828978622327,12,0.008053691275167786,0.5847893475870979
83677,27,1347,1187,398.0,0.29547141796585,10,0.008424599831508003,0.46234562278564745
83677,28,1134,1003,378.0,0.3333333333333333,5,0.004985044865403789,0.46986339816845557
83677,29,1209,1052,365.0,0.30190239867659224,8,0.0076045627376425855,0.41360470920300085
83677,30,1008,875,300.0,0.2976190476190476,5,0.005714285714285714,0.3426041175035536
289466,0,73,65,22.0,0.3013698630136986,2,0.03076923076923077,0.018000774999431896
289466,1,95,85,29.0,0.30526315789473685,3,0.03529411764705882,0.01669692503383661
289466,2,93,85,38.0,0.40860215053763443,1,0.011764705882352941,0.012000856689253898
289466,3,73,62,20.0,0.273972602739726,1,0.016129032258064516,0.0091489287567353
289466,4,79,70,25.0,0.31645569620253167,2,0.02857142857142857,0.011985589614562102
289466,5,69,63,18.0,0.2608695652173913,2,0.031746031746031744,0.0082413194033384
289466,6,111,98,27.0,0.24324324324324326,0,0.0,0.0171556606110218
289466,7,90,84,25.0,0.2777777777777778,1,0.011904761904761904,0.010999804599068592
289466,8,110,101,36.0,0.32727272727272727,1,0.009900990099009901,0.019007401976850805
289466,9,114,101,36.0,0.3157894736842105,5,0.04950495049504951,0.013434186952354297
289466,10,71,63,20.0,0.28169014084507044,2,0.031746031746031744,0.010586155302224306
289466,11,109,87,37.0,0.3394495412844037,1,0.011494252873563218,0.016524423077812992
289466,12,144,126,59.0,0.4097222222222222,1,0.007936507936507936,0.030783582103075007
289466,13,116,108,54.0,0.46551724137931033,5,0.046296296296296294,0.0304546659622323
289466,14,125,105,45.0,0.36,5,0.047619047619047616,0.025783016288721497
289466,15,63,54,30.0,0.47619047619047616,3,0.05555555555555555,0.014464515602463694
289466,16,133,116,57.0,0.42857142857142855,2,0.017241379310344827,0.02248288774714929
289466,17,137,121,52.0,0.3795620437956204,5,0.04132231404958678,0.033748623846480405
289466,18,143,118,49.0,0.34265734265734266,1,0.00847457627118644,0.031000913014349988
289466,19,233,190,99.0,0.4248927038626609,5,0.02631578947368421,0.05060097910614561
289466,20,261,226,92.0,0.3524904214559387,5,0.022123893805309734,0.054917620422045954
289466,21,333,295,143.0,0.4294294294294294,8,0.02711864406779661,0.07315172128679491
289466,22,549,470,171.0,0.3114754098360656,10,0.02127659574468085,0.12603393307530666
289466,23,707,594,248.0,0.3507779349363508,12,0.020202020202020204,0.19665011680210434
289466,24,755,639,233.0,0.3086092715231788,10,0.01564945226917058,0.16734198581658724
289466,25,856,730,264.0,0.308411214953271,10,0.0136986301369863,0.2037684705469356
289466,26,1002,869,315.0,0.3143712574850299,6,0.006904487917146145,0.24218993197388622
289466,27,783,653,249.0,0.31800766283524906,12,0.018376722817764167,0.2346533422321531
289466,28,598,515,183.0,0.3060200668896321,5,0.009708737864077669,0.1565640795365104
289466,29,703,603,203.0,0.2887624466571835,7,0.011608623548922056,0.1736627815084803
289466,30,468,411,151.0,0.32264957264957267,5,0.012165450121654502,0.11105072273526788
336258,0,61,55,23.0,0.3770491803278688,1,0.01818181818181818,0.029989511221162803
336258,1,65,57,27.0,0.4153846153846154,0,0.0,0.0317576190767948
336258,2,48,42,19.0,0.3958333333333333,1,0.023809523809523808,0.035814629615627015
336258,3,55,50,31.0,0.5636363636363636,3,0.06,0.0214909906631985
336258,4,52,46,23.0,0.4423076923076923,5,0.08695652173913043,0.0237316549295825
336258,5,52,48,25.0,0.4807692307692308,1,0.020833333333333332,0.0233363477888438
336258,6,54,46,24.0,0.4444444444444444,0,0.0,0.0205480149284291
336258,7,40,34,18.0,0.45,1,0.029411764705882353,0.017555416894305495
336258,8,27,23,20.0,0.7407407407407407,3,0.13043478260869565,0.0097883442801367
336258,9,43,36,19.0,0.4418604651162791,4,0.08333333333333333,0.016380806991110806
336258,10,30,28,16.0,0.5333333333333333,0,0.0,0.010605478975414598
336258,11,67,58,29.0,0.43283582089552236,3,0.05172413793103448,0.030961318824903612
336258,12,58,53,28.0,0.4827586206896552,0,0.0,0.027061605754358592
336258,13,45,42,18.0,0.4,0,0.0,0.0171410127193153
336258,14,47,42,21.0,0.44680851063829785,4,0.09523809523809523,0.026645167231485398
336258,15,29,27,16.0,0.5517241379310345,0,0.0,0.022677347380659206
336258,16,39,37,18.0,0.46153846153846156,1,0.02702702702702703,0.03936445665806689
336258,17,18,17,8.0,0.4444444444444444,1,0.058823529411764705,0.013898243716571796
336258,18,38,36,20.0,0.5263157894736842,1,0.027777777777777776,0.018786876481389405
336258,19,39,35,18.0,0.46153846153846156,3,0.08571428571428572,0.019226515308548298
336258,20,41,33,23.0,0.5609756097560976,2,0.06060606060606061,0.04964510844229581
336258,21,31,25,13.0,0.41935483870967744,1,0.04,0.017485779401397793
336258,22,37,33,23.0,0.6216216216216216,3,0.09090909090909091,0.0204488198485603
336258,23,18,17,6.0,0.3333333333333333,1,0.058823529411764705,0.0084269700554419
336258,24,19,17,10.0,0.5263157894736842,1,0.058823529411764705,0.0090750445034669
336258,25,29,27,11.0,0.3793103448275862,0,0.0,0.014078594729510296
336258,26,33,30,14.0,0.42424242424242425,0,0.0,0.013164736346688497
336258,27,36,34,22.0,0.6111111111111112,1,0.029411764705882353,0.0151342317194413
336258,28,26,24,8.0,0.3076923076923077,0,0.0,0.015852109657898395
336258,29,31,27,13.0,0.41935483870967744,1,0.037037037037037035,0.013136152705449598
336258,30,19,16,6.0,0.3157894736842105,0,0.0,0.007111381558887201
408759,0,794,642,377.0,0.4748110831234257,106,0.1573208722741433,0.19503496385051633
408759,1,703,566,299.0,0.42532005689900426,91,0.15724381625441697,0.1319842115330014
408759,2,732,584,321.0,0.4385245901639344,95,0.14897260273972604,0.20755802124297634
408759,3,618,513,252.0,0.4077669902912621,67,0.1286549707602339,0.09690036646768674
408759,4,645,515,310.0,0.4806201550387597,71,0.13203883495145632,0.16234081049274565
408759,5,575,461,263.0,0.4573913043478261,80,0.1561822125813449,0.1404032305488458
408759,6,963,777,424.0,0.4402907580477674,118,0.1364221364221364,0.17108791166599788
408759,7,716,587,326.0,0.4553072625698324,94,0.1465076660988075,0.1599125630707277
408759,8,626,495,284.0,0.4536741214057508,84,0.14747474747474748,0.12225278727505699
408759,9,619,503,281.0,0.45395799676898224,78,0.14910536779324055,0.1928917640132489
408759,10,500,404,242.0,0.484,80,0.1782178217821782,0.12580738558678614
408759,11,606,464,330.0,0.5445544554455446,94,0.1896551724137931,0.1100561546092095
408759,12,684,539,291.0,0.42543859649122806,73,0.13358070500927643,0.14402766621658428
408759,13,609,489,274.0,0.44991789819376027,88,0.17177914110429449,0.10695422420284442
408759,14,509,427,205.0,0.4027504911591356,65,0.1522248243559719,0.06795315620671698
408759,15,536,445,263.0,0.4906716417910448,71,0.1550561797752809,0.0632782540527906
408759,16,576,460,288.0,0.5,98,0.1934782608695652,0.15287812370200052
408759,17,477,384,211.0,0.44234800838574423,61,0.14583333333333334,0.08482946038193619
408759,18,475,380,234.0,0.4926315789473684,65,0.1631578947368421,0.12148771354353166
408759,19,538,433,236.0,0.43866171003717475,79,0.17090069284064666,0.12852612670982067
408759,20,611,491,277.0,0.4533551554828151,79,0.15682281059063136,0.11068572117070984
408759,21,552,442,267.0,0.483695652173913,79,0.16968325791855204,0.14004171244243477
408759,22,424,343,194.0,0.45754716981132076,60,0.16034985422740525,0.10128881103499873
408759,23,500,412,229.0,0.458,63,0.15048543689320387,0.08867664150003157
408759,24,455,377,187.0,0.41098901098901097,50,0.1273209549071618,0.09951758494984544
408759,25,498,403,234.0,0.46987951807228917,74,0.1662531017369727,0.09499918634835765
408759,26,687,541,327.0,0.4759825327510917,90,0.14602587800369685,0.12651087061928035
408759,27,832,685,328.0,0.3942307692307692,97,0.1343065693430657,0.12621962410862436
408759,28,583,470,255.0,0.43739279588336194,70,0.1425531914893617,0.11892557392424731
408759,29,532,438,233.0,0.43796992481203006,71,0.15753424657534246,0.08971645822218206
408759,30,633,513,271.0,0.42812006319115326,70,0.1267056530214425,0.11888560545985999
442617,0,396,363,100.0,0.25252525252525254,5,0.013774104683195593,0.059016828348023694
442617,1,441,392,109.0,0.2471655328798186,1,0.002551020408163265,0.055464424128023576
442617,2,374,337,102.0,0.2727272727272727,3,0.008902077151335312,0.04636067415128956
442617,3,403,362,118.0,0.29280397022332505,10,0.027624309392265192,0.05808870567217635
442617,4,446,393,117.0,0.2623318385650224,3,0.007633587786259542,0.059277770567848435
442617,5,454,389,117.0,0.2577092511013216,4,0.010282776349614395,0.0808490684322652
442617,6,441,396,123.0,0.2789115646258503,8,0.020202020202020204,0.0812053909910571
442617,7,455,412,123.0,0.2703296703296703,6,0.014563106796116505,0.0911962551997738
442617,8,359,320,91.0,0.25348189415041783,3,0.009375,0.05238849333244112
442617,9,260,239,64.0,0.24615384615384617,1,0.0041841004184100415,0.03954430753385993
442617,10,236,227,58.0,0.2457627118644068,3,0.013215859030837005,0.028021821541885657
442617,11,273,238,90.0,0.32967032967032966,5,0.02100840336134454,0.0424806285875811
442617,12,310,281,88.0,0.2838709677419355,4,0.014234875444839857,0.06840664563592377
442617,13,351,302,112.0,0.3190883190883191,7,0.023178807947019868,0.06888576018078214
442617,14,340,318,96.0,0.2823529411764706,6,0.018867924528301886,0.04368032556314037
442617,15,339,316,99.0,0.2920353982300885,5,0.015822784810126583,0.055692271103886845
442617,16,306,275,79.0,0.2581699346405229,3,0.01090909090909091,0.039160879064626314
442617,17,302,265,81.0,0.2682119205298013,3,0.011320754716981131,0.037584543375767596
442617,18,421,370,129.0,0.30641330166270786,8,0.021621621621621623,0.07515121054248325
442617,19,488,445,113.0,0.23155737704918034,7,0.015730337078651686,0.07350458801230642
442617,20,511,458,132.0,0.2583170254403131,6,0.013100436681222707,0.07988729920799291
442617,21,434,399,119.0,0.27419354838709675,13,0.03258145363408521,0.07480467954338732
442617,22,367,315,97.0,0.26430517711171664,8,0.025396825396825397,0.06300259479233841
442617,23,306,263,101.0,0.3300653594771242,3,0.011406844106463879,0.058017575378670985
442617,24,284,256,91.0,0.3204225352112676,7,0.02734375,0.049532486432608006
442617,25,407,363,141.0,0.3464373464373464,9,0.024793388429752067,0.07782500574460205
442617,26,437,380,106.0,0.2425629290617849,10,0.02631578947368421,0.07758015811137871
442617,27,409,353,98.0,0.2396088019559902,13,0.036827195467422094,0.06287618139135548
442617,28,335,301,93.0,0.27761194029850744,7,0.023255813953488372,0.07159562365857496
442617,29,263,237,66.0,0.2509505703422053,11,0.046413502109704644,0.05297043633369006
442617,30,256,230,76.0,0.296875,4,0.017391304347826087,0.04518322579896297
497590,0,941,786,294.0,0.31243358129649307,20,0.02544529262086514,0.08091909348761146
497590,1,943,790,292.0,0.30965005302226933,19,0.02278481012658228,0.07615112892727259
497590,2,830,696,269.0,0.3240963855421687,12,0.017241379310344827,0.05318089791994682
497590,3,1003,840,318.0,0.317048853439681,13,0.015476190476190477,0.07092986314880127
497590,4,1175,940,380.0,0.32340425531914896,21,0.022340425531914895,0.0868159448053264
497590,5,1122,917,344.0,0.3065953654188948,30,0.03271537622682661,0.10940457909488581
497590,6,1223,980,373.0,0.30498773507767785,25,0.025510204081632654,0.11579728882210075
497590,7,1243,1031,392.0,0.3153660498793242,24,0.02230843840931135,0.0730657207988486
497590,8,1186,977,376.0,0.31703204047217537,22,0.022517911975435005,0.0939956930683755
497590,9,1143,947,342.0,0.2992125984251969,19,0.02006335797254488,0.09827398333664748
497590,10,1431,1162,432.0,0.3018867924528302,23,0.019793459552495698,0.09694397232903215
497590,11,1679,1333,495.0,0.2948183442525313,25,0.018754688672168042,0.19041964884628867
497590,12,1396,1148,425.0,0.3044412607449857,22,0.01916376306620209,0.09863610540731732
497590,13,1285,1056,387.0,0.30116731517509726,24,0.022727272727272728,0.10496382824201823
497590,14,1190,982,375.0,0.31512605042016806,22,0.02240325865580448,0.10564609585352
497590,15,1019,847,336.0,0.3297350343473994,17,0.020070838252656435,0.10322564501895176
497590,16,826,696,254.0,0.3075060532687651,11,0.015804597701149427,0.06746876661061808
497590,17,1119,930,361.0,0.322609472743521,12,0.012903225806451613,0.08693813663742778
497590,18,1116,935,332.0,0.2974910394265233,21,0.022459893048128343,0.08772378981223553
497590,19,1110,929,350.0,0.3153153153153153,23,0.024757804090419805,0.07907014814563795
497590,20,844,722,258.0,0.3056872037914692,21,0.029085872576177285,0.0636844129657906
497590,21,683,568,243.0,0.3557833089311859,13,0.02112676056338028,0.039765580022050814
497590,22,307,256,116.0,0.3778501628664495,7,0.02734375,0.030148704003897957
497590,23,146,121,52.0,0.3561643835616438,6,0.049586776859504134,0.006377676267782595
497590,24,115,94,37.0,0.3217391304347826,5,0.0425531914893617,0.007375921576997588
497590,25,135,109,51.0,0.37777777777777777,8,0.07339449541284404,0.01090068341024429
497590,26,157,125,60.0,0.3821656050955414,11,0.088,0.008912155480766579
497590,27,415,349,142.0,0.3421686746987952,16,0.045845272206303724,0.023190619182868535
497590,28,733,603,263.0,0.3587994542974079,9,0.014925373134328358,0.050010741595928
497590,29,515,415,203.0,0.3941747572815534,19,0.04578313253012048,0.0413111349250272
497590,30,772,637,285.0,0.36917098445595853,11,0.01726844583987441,0.0503718972004497
497593,0,4619,3803,1849.0,0.40030309590820523,75,0.019195372074677888,0.4126344099295309
497593,1,4282,3551,1720.0,0.40168145726296123,63,0.017741481272880878,0.3992384557319338
497593,2,4092,3361,1776.0,0.4340175953079179,44,0.01309134186254091,0.36600266880351434
497593,3,4907,3970,2001.0,0.4077847972284492,47,0.011838790931989925,0.6516629407554073
497593,4,5090,4114,2037.0,0.40019646365422396,51,0.012396694214876033,0.5328726179172338
497593,5,4929,3950,1968.0,0.3992696287279367,64,0.01620253164556962,0.4129136499053894
497593,6,6261,5083,2554.0,0.4079220571793643,105,0.020460358056265986,0.596207499934353
497593,7,6907,5585,2781.0,0.40263500796293616,105,0.018800358102059087,0.5847684622214919
497593,8,8260,6602,3206.0,0.38813559322033897,105,0.01590427143289912,0.8874950208441346
497593,9,8710,6827,3692.0,0.42388059701492536,105,0.01523363117035301,1.4598669419162038
497593,10,9957,7818,4053.0,0.4070503163603495,120,0.015093374264517779,1.395144872075304
497593,11,10668,8247,4116.0,0.3858267716535433,114,0.013701952225051535,1.3356060632027746
497593,12,9435,7489,3633.0,0.3850556438791733,124,0.01655761783949793,1.1817486044259384
497593,13,8687,6867,3509.0,0.40393691723264646,121,0.01747487986020096,1.1109550754557773
497593,14,7400,5931,3155.0,0.4263513513513513,111,0.018546619457089866,1.1000272941758806
497593,15,6979,5627,2840.0,0.40693509098724745,87,0.015283454771636751,0.9268634463484806
497593,16,5679,4623,2438.0,0.4293009332628984,74,0.01600692191217824,0.7182033663807907
497593,17,7735,6222,3229.0,0.41745313510019394,100,0.01575056252009,0.8305147122755182
497593,18,7191,5811,2855.0,0.3970240578500904,92,0.01583204267768026,0.7334943020986726
497593,19,6059,4909,2433.0,0.4015514111239478,80,0.016296598085149726,0.5882764226236683
497593,20,3761,3081,1690.0,0.44934857750598245,70,0.022719896137617657,0.34732439974707296
497593,21,3293,2646,1624.0,0.4931673246279988,79,0.02872260015117158,0.32279196880504313
